Assuming rdf:type as type relation
Loading files... 
  Starting LungCancer.tsv
  Finished LungCancer.tsv, still running: 0
Loaded 32235 facts in 0.74 s using 61 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are enabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 12 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  patientTreatmentType  ?d  ?d  treatmentType  Whole_Brain_Radiation_Therapy   => ?a  hasStage  IB	0.070853462	0.346456693	0.346456693	88	254	254	?a
?d  hasSmokingHabit  FormerSmoker  ?a  patientSmoking  ?d   => ?a  hasAgeCategory  Old	0.032232071	0.303030303	0.303030303	40	132	132	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Radiotherapy_To_Lung   => ?a  hasStage  IB	0.039452496	0.124681934	0.124681934	49	393	393	?a
?c  hasGender  Female  ?c  patientTreatmentType  ?a   => ?a  treatmentType  Intravenous_Chemotherapy	0.14659197	0.222695035	0.222695035	471	2115	2115	?a
?c  hasAgeCategory  Old  ?c  patientTreatmentType  ?a   => ?a  treatmentType  Intravenous_Chemotherapy	0.071584189	0.213160334	0.213160334	230	1079	1079	?a
?c  hasAgeCategory  Young  ?c  patientTreatmentType  ?a   => ?a  treatmentType  Intravenous_Chemotherapy	0.140989729	0.212676056	0.212676056	453	2130	2130	?a
?d  hasRelapse_Progression  No_Progression  ?a  patientRelapseProgression  ?d   => ?a  hasAgeCategory  Old	0.044319098	0.223577236	0.223577236	55	246	246	?a
?d  hasFamilyGenderDegree  male_second_degree  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Old	0.041901692	0.452173913	0.452173913	52	115	115	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Intravenous_Chemotherapy   => ?a  hasStage  IB	0.139291465	0.350202429	0.350202429	173	494	494	?a
?d  hasSmokingHabit  NonSmoker  ?a  patientSmoking  ?d   => ?a  hasAgeCategory  Old	0.135374698	0.342158859	0.342158859	168	491	491	?a
?d  hasBiomarker  ROS1  ?a  patientBiomarker  ?d   => ?a  hasStage  IB	0.030595813	0.144486692	0.144486692	38	263	263	?a
?d  hasRelapse_Progression  Relapse  ?a  patientRelapseProgression  ?d   => ?a  hasAgeCategory  Old	0.01369863	0.226666667	0.226666667	17	75	75	?a
?d  hasFamilyGenderDegree  female_second_degree  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Old	0.043513296	0.482142857	0.482142857	54	112	112	?a
?d  hasSmokingHabit  CurrentSmoker  ?a  patientSmoking  ?d   => ?a  hasAgeCategory  Old	0.109589041	0.222222222	0.222585925	136	612	611	?a
?d  hasFamily  Aunt  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Old	0.018533441	0.469387755	0.469387755	23	49	49	?a
?d  hasFamilyGenderDegree  male_first_degree  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Old	0.089443997	0.259953162	0.259953162	111	427	427	?a
?d  hasFamily  Mother  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Old	0.053182917	0.294642857	0.294642857	66	224	224	?a
?d  hasFamily  Grandfather  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Old	0.024174053	0.545454545	0.545454545	30	55	55	?a
?d  hasFamilyGenderDegree  female_first_degree  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Old	0.07735697	0.279069767	0.279069767	96	344	344	?a
?d  hasFamily  Father  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Old	0.076551168	0.320945946	0.320945946	95	296	296	?a
?d  hasFamily  Brother  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Old	0.021756648	0.137055838	0.137055838	27	197	197	?a
?c  hasStage  IIIA  ?c  patientRelapseProgression  ?a   => ?a  hasRelapse_Progression  Progression	0.021	0.253012048	0.253012048	21	83	83	?a
?c  hasStage  IIA  ?c  patientRelapseProgression  ?a   => ?a  hasRelapse_Progression  Progression	0.062	0.953846154	0.953846154	62	65	65	?a
?c  hasStage  IA1  ?c  patientRelapseProgression  ?a   => ?a  hasRelapse_Progression  Progression	0.092	0.8	0.8	92	115	115	?a
?c  hasStage  IVA  ?c  patientRelapseProgression  ?a   => ?a  hasRelapse_Progression  Progression	0.012	0.333333333	0.333333333	12	36	36	?a
?c  hasStage  IVB  ?c  patientRelapseProgression  ?a   => ?a  hasRelapse_Progression  Progression	0.02	0.384615385	0.384615385	20	52	52	?a
?c  hasStage  IIB  ?c  patientRelapseProgression  ?a   => ?a  hasRelapse_Progression  Progression	0.083	0.976470588	0.976470588	83	85	85	?a
?c  hasGender  Male  ?c  patientRelapseProgression  ?a   => ?a  hasRelapse_Progression  Progression	0.213	0.691558442	0.691558442	213	308	308	?a
?c  hasStage  IB  ?c  patientRelapseProgression  ?a   => ?a  hasRelapse_Progression  Progression	0.205	0.857740586	0.857740586	205	239	239	?a
?d  hasRelapse_Progression  Progression  ?a  patientRelapseProgression  ?d   => ?a  hasAgeCategory  Old	0.169218372	0.309278351	0.309734513	210	679	678	?a
?d  hasBiomarker  BRAF  ?a  patientBiomarker  ?d   => ?a  hasAgeCategory  Old	0.028203062	0.282258065	0.282258065	35	124	124	?a
?c  hasGender  Female  ?c  patientRelapseProgression  ?a   => ?a  hasRelapse_Progression  Progression	0.466	0.673410405	0.673410405	466	692	692	?a
?d  hasBiomarker  EGFR  ?a  patientBiomarker  ?d   => ?a  hasAgeCategory  Old	0.128928284	0.329896907	0.329896907	160	485	485	?a
?d  hasBiomarker  ROS1  ?a  patientBiomarker  ?d   => ?a  hasAgeCategory  Old	0.070910556	0.33460076	0.33460076	88	263	263	?a
?d  hasBiomarker  ALK  ?a  patientBiomarker  ?d   => ?a  hasAgeCategory  Old	0.106365834	0.328358209	0.328358209	132	402	402	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Immunotherapy   => ?a  hasAgeCategory  Old	0.051571313	0.355555556	0.355555556	64	180	180	?a
?a  hasGender  Female  ?a  hasStage  IIA   => ?a  hasAgeCategory  Old	0.012087027	0.254237288	0.25862069	15	59	58	?a
?d  hasFamily  Sister  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Old	0.030620467	0.246753247	0.246753247	38	154	154	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Sequential_Chemoradiation   => ?a  hasAgeCategory  Old	0.014504432	0.305084746	0.305084746	18	59	59	?a
?d  hasFamily  Grandmother  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Old	0.024174053	0.491803279	0.491803279	30	61	61	?a
?c  hasStage  IV  ?c  patientRelapseProgression  ?a   => ?a  hasRelapse_Progression  Progression	0.022	0.323529412	0.323529412	22	68	68	?a
?d  hasFamily  Uncle  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Old	0.020145044	0.396825397	0.396825397	25	63	63	?a
?c  hasStage  IA  ?c  patientRelapseProgression  ?a   => ?a  hasRelapse_Progression  Progression	0.138	0.630136986	0.630136986	138	219	219	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Concurrent_Chemoradiotherapy   => ?a  hasAgeCategory  Old	0.033037873	0.299270073	0.299270073	41	137	137	?a
?c  hasAgeCategory  Old  ?c  patientRelapseProgression  ?a   => ?a  hasRelapse_Progression  Progression	0.21	0.744680851	0.744680851	210	282	282	?a
?d  hasBiomarker  RET  ?a  patientBiomarker  ?d   => ?a  hasAgeCategory  Old	0.011281225	0.269230769	0.269230769	14	52	52	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Radiotherapy_To_Bone   => ?a  hasAgeCategory  Old	0.044319098	0.407407407	0.407407407	55	135	135	?a
?a  hasGender  Female  ?a  hasStage  IIIA   => ?a  hasAgeCategory  Young	0.048348106	0.833333333	0.833333333	60	72	72	?a
?d  hasBiomarker  PDL1  ?a  patientBiomarker  ?d   => ?a  hasAgeCategory  Old	0.074133763	0.325088339	0.325088339	92	283	283	?a
?c  hasAgeCategory  Young  ?c  patientRelapseProgression  ?a   => ?a  hasRelapse_Progression  Progression	0.468	0.652719665	0.652719665	468	717	717	?a
?a  hasGender  Male  ?a  hasStage  IIA   => ?a  hasAgeCategory  Young	0.016921837	0.84	0.84	21	25	25	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Whole_Brain_Radiation_Therapy   => ?a  hasAgeCategory  Old	0.08622079	0.421259843	0.421259843	107	254	254	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Open_Surgical_Procedure   => ?a  hasAgeCategory  Old	0.052377115	0.285087719	0.285087719	65	228	228	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Molecular_Targeted_Therapy   => ?a  hasAgeCategory  Old	0.04995971	0.455882353	0.455882353	62	136	136	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Chemotherapy_Adjuvant   => ?a  hasAgeCategory  Old	0.04109589	0.309090909	0.309090909	51	165	165	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Neoadjuvant_Chemotherapy   => ?a  hasAgeCategory  Old	0.032232071	0.266666667	0.266666667	40	150	150	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Radiotherapy_To_Lung   => ?a  hasAgeCategory  Old	0.090249799	0.284987277	0.284987277	112	393	393	?a
?d  hasFamilyGenderDegree  female_first_degree  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.19983884	0.720930233	0.720930233	248	344	344	?a
?d  hasFamilyGenderDegree  male_second_degree  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.050765512	0.547826087	0.547826087	63	115	115	?a
?d  hasFamilyGenderDegree  female_third_degree  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.014504432	0.666666667	0.666666667	18	27	27	?a
?d  hasFamilyGenderDegree  female_second_degree  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.046736503	0.517857143	0.517857143	58	112	112	?a
?d  hasFamily  Aunt  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.020950846	0.530612245	0.530612245	26	49	49	?a
?d  hasFamily  Daughter  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.011281225	0.933333333	0.933333333	14	15	15	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Thoracoscopy   => ?a  hasAgeCategory  Old	0.070910556	0.247887324	0.247887324	88	355	355	?a
?d  hasFamily  Father  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.161966156	0.679054054	0.679054054	201	296	296	?a
?d  hasFamily  Cousin_Female  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.014504432	0.666666667	0.666666667	18	27	27	?a
?d  hasFamily  Sister  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.093473006	0.753246753	0.753246753	116	154	154	?a
?d  hasFamily  Grandfather  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.020145044	0.454545455	0.454545455	25	55	55	?a
?d  hasFamily  Grandmother  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.024979855	0.508196721	0.508196721	31	61	61	?a
?a  hasGender  Female  ?a  hasStage  IVA   => ?a  hasAgeCategory  Young	0.02739726	0.829268293	0.829268293	34	41	41	?a
?d  hasFamily  Uncle  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.030620467	0.603174603	0.603174603	38	63	63	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Intravenous_Chemotherapy   => ?a  hasAgeCategory  Old	0.124899275	0.313765182	0.313765182	155	494	494	?a
?d  hasSmokingHabit  FormerSmoker  ?a  patientSmoking  ?d   => ?a  hasAgeCategory  Young	0.074133763	0.696969697	0.696969697	92	132	132	?a
?d  hasFamilyGenderDegree  male_third_degree  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.021756648	0.692307692	0.692307692	27	39	39	?a
?d  hasFamilyGenderDegree  male_first_degree  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.25463336	0.740046838	0.740046838	316	427	427	?a
?d  hasSmokingHabit  CurrentSmoker  ?a  patientSmoking  ?d   => ?a  hasAgeCategory  Young	0.382755842	0.776143791	0.777414075	475	612	611	?a
?d  hasFamily  Cousin_Male  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.020145044	0.694444444	0.694444444	25	36	36	?a
?d  hasBiomarker  RET  ?a  patientBiomarker  ?d   => ?a  hasAgeCategory  Young	0.030620467	0.730769231	0.730769231	38	52	52	?a
?a  hasGender  Female  ?a  hasStage  IA   => ?a  hasAgeCategory  Young	0.109589041	0.781609195	0.781609195	136	174	174	?a
?d  hasFamily  Mother  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.12731668	0.705357143	0.705357143	158	224	224	?a
?d  hasFamily  Brother  ?a  patientFamily  ?d   => ?a  hasAgeCategory  Young	0.136986301	0.862944162	0.862944162	170	197	197	?a
?d  hasBiomarker  PDL1  ?a  patientBiomarker  ?d   => ?a  hasAgeCategory  Young	0.153908139	0.674911661	0.674911661	191	283	283	?a
?d  hasRelapse_Progression  Relapse  ?a  patientRelapseProgression  ?d   => ?a  hasAgeCategory  Young	0.046736503	0.773333333	0.773333333	58	75	75	?a
?d  hasSmokingHabit  NonSmoker  ?a  patientSmoking  ?d   => ?a  hasAgeCategory  Young	0.260273973	0.657841141	0.657841141	323	491	491	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Immunotherapy   => ?a  hasAgeCategory  Young	0.093473006	0.644444444	0.644444444	116	180	180	?a
?d  hasBiomarker  EGFR  ?a  patientBiomarker  ?d   => ?a  hasAgeCategory  Young	0.261885576	0.670103093	0.670103093	325	485	485	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Concurrent_Chemoradiotherapy   => ?a  hasAgeCategory  Young	0.07735697	0.700729927	0.700729927	96	137	137	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Open_Surgical_Procedure   => ?a  hasAgeCategory  Young	0.131345689	0.714912281	0.714912281	163	228	228	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Molecular_Targeted_Therapy   => ?a  hasAgeCategory  Young	0.059629331	0.544117647	0.544117647	74	136	136	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Neoadjuvant_Chemotherapy   => ?a  hasAgeCategory  Young	0.088638195	0.733333333	0.733333333	110	150	150	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Chemotherapy_Adjuvant   => ?a  hasAgeCategory  Young	0.091861402	0.690909091	0.690909091	114	165	165	?a
?d  hasRelapse_Progression  Progression  ?a  patientRelapseProgression  ?d   => ?a  hasAgeCategory  Young	0.37711523	0.689248895	0.690265487	468	679	678	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Radiotherapy_To_Lung   => ?a  hasAgeCategory  Young	0.226430298	0.715012723	0.715012723	281	393	393	?a
?d  hasRelapse_Progression  No_Progression  ?a  patientRelapseProgression  ?d   => ?a  hasAgeCategory  Young	0.153908139	0.776422764	0.776422764	191	246	246	?a
?d  hasBiomarker  BRAF  ?a  patientBiomarker  ?d   => ?a  hasAgeCategory  Young	0.071716358	0.717741935	0.717741935	89	124	124	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Radiotherapy_To_Bone   => ?a  hasAgeCategory  Young	0.064464142	0.592592593	0.592592593	80	135	135	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Whole_Brain_Radiation_Therapy   => ?a  hasAgeCategory  Young	0.118452861	0.578740157	0.578740157	147	254	254	?a
?d  hasBiomarker  ALK  ?a  patientBiomarker  ?d   => ?a  hasAgeCategory  Young	0.217566479	0.671641791	0.671641791	270	402	402	?a
?c  hasStage  IVB  ?c  patientFamily  ?a   => ?a  hasFamily  Father	0.012427506	0.263157895	0.263157895	15	57	57	?a
?c  hasStage  IA  ?c  patientFamily  ?a   => ?a  hasFamily  Father	0.044739022	0.24	0.24	54	225	225	?a
?c  hasStage  IB  ?c  patientFamily  ?a   => ?a  hasFamily  Father	0.066280033	0.275862069	0.275862069	80	290	290	?a
?c  hasAgeCategory  Old  ?c  patientFamily  ?a   => ?a  hasFamily  Father	0.078707539	0.262430939	0.262430939	95	362	362	?a
?c  hasAgeCategory  Young  ?c  patientFamily  ?a   => ?a  hasFamily  Father	0.166528583	0.237869822	0.237869822	201	845	845	?a
?c  hasGender  Male  ?c  patientFamily  ?a   => ?a  hasFamily  Mother	0.067108534	0.175324675	0.175324675	81	462	462	?a
?d  hasBiomarker  ROS1  ?a  patientBiomarker  ?d   => ?a  hasAgeCategory  Young	0.14101531	0.66539924	0.66539924	175	263	263	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Sequential_Chemoradiation   => ?a  hasAgeCategory  Young	0.033037873	0.694915254	0.694915254	41	59	59	?a
?c  hasStage  IV  ?c  patientFamily  ?a   => ?a  hasFamily  Mother	0.010770505	0.185714286	0.185714286	13	70	70	?a
?c  hasStage  IA1  ?c  patientFamily  ?a   => ?a  hasFamily  Mother	0.023198012	0.201438849	0.201438849	28	139	139	?a
?c  hasStage  IA1  ?c  patientFamily  ?a   => ?a  hasFamily  Father	0.031483016	0.273381295	0.273381295	38	139	139	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Intravenous_Chemotherapy   => ?a  hasAgeCategory  Young	0.273166801	0.686234818	0.686234818	339	494	494	?a
?c  hasGender  Female  ?c  patientFamily  ?a   => ?a  hasFamily  Father	0.156586578	0.253691275	0.253691275	189	745	745	?a
?c  hasStage  IIIA  ?c  patientFamily  ?a   => ?a  hasFamily  Father	0.015741508	0.260273973	0.260273973	19	73	73	?a
?c  hasStage  IIB  ?c  patientFamily  ?a   => ?a  hasFamily  Mother	0.023198012	0.17721519	0.17721519	28	158	158	?a
?c  hasStage  IB  ?c  patientFamily  ?a   => ?a  hasFamily  Mother	0.052195526	0.217241379	0.217241379	63	290	290	?a
?c  hasGender  Male  ?c  patientFamily  ?a   => ?a  hasFamily  Father	0.088649544	0.231601732	0.231601732	107	462	462	?a
?c  hasStage  IA  ?c  patientFamily  ?a   => ?a  hasFamily  Mother	0.029826015	0.16	0.16	36	225	225	?a
?a  patientTreatmentType  ?d  ?d  treatmentType  Thoracoscopy   => ?a  hasAgeCategory  Young	0.215149073	0.752112676	0.752112676	267	355	355	?a
?c  hasAgeCategory  Old  ?c  patientFamily  ?a   => ?a  hasFamily  Mother	0.054681027	0.182320442	0.182320442	66	362	362	?a
?c  hasStage  IA1  ?c  patientFamily  ?a   => ?a  hasFamily  Sister	0.016570008	0.143884892	0.143884892	20	139	139	?a
?c  hasStage  IIB  ?c  patientFamily  ?a   => ?a  hasFamily  Father	0.033140017	0.253164557	0.253164557	40	158	158	?a
?c  hasGender  Female  ?c  patientFamily  ?a   => ?a  hasFamily  Mother	0.118475559	0.191946309	0.191946309	143	745	745	?a
?c  hasStage  IIA  ?c  patientFamily  ?a   => ?a  hasFamily  Mother	0.018227009	0.203703704	0.203703704	22	108	108	?a
?c  hasStage  IIA  ?c  patientFamily  ?a   => ?a  hasFamily  Father	0.018227009	0.203703704	0.203703704	22	108	108	?a
?c  hasStage  IV  ?c  patientFamily  ?a   => ?a  hasFamily  Brother	0.011599006	0.2	0.2	14	70	70	?a
?c  hasStage  IIA  ?c  patientFamily  ?a   => ?a  hasFamily  Brother	0.012427506	0.138888889	0.138888889	15	108	108	?a
?c  hasStage  IIB  ?c  patientFamily  ?a   => ?a  hasFamily  Brother	0.022369511	0.170886076	0.170886076	27	158	158	?a
?c  hasGender  Male  ?c  patientFamily  ?a   => ?a  hasFamily  Brother	0.043910522	0.114718615	0.114718615	53	462	462	?a
?c  hasStage  IA  ?c  patientFamily  ?a   => ?a  hasFamily  Brother	0.034797017	0.186666667	0.186666667	42	225	225	?a
?c  hasStage  IB  ?c  patientFamily  ?a   => ?a  hasFamily  Brother	0.032311516	0.134482759	0.134482759	39	290	290	?a
?c  hasGender  Female  ?c  patientFamily  ?a   => ?a  hasFamily  Brother	0.11930406	0.193288591	0.193288591	144	745	745	?a
?c  hasAgeCategory  Young  ?c  patientFamily  ?a   => ?a  hasFamily  Sister	0.096106048	0.137278107	0.137278107	116	845	845	?a
?c  hasAgeCategory  Young  ?c  patientFamily  ?a   => ?a  hasFamily  Brother	0.14084507	0.201183432	0.201183432	170	845	845	?a
?c  hasStage  IIA  ?c  patientFamily  ?a   => ?a  hasFamily  Sister	0.011599006	0.12962963	0.12962963	14	108	108	?a
?c  hasStage  IA  ?c  patientFamily  ?a   => ?a  hasFamily  Sister	0.024026512	0.128888889	0.128888889	29	225	225	?a
?c  hasGender  Male  ?c  patientFamily  ?a   => ?a  hasFamily  Sister	0.047224524	0.123376623	0.123376623	57	462	462	?a
?c  hasAgeCategory  Old  ?c  patientFamily  ?a   => ?a  hasFamily  Sister	0.031483016	0.104972376	0.104972376	38	362	362	?a
?c  hasStage  IB  ?c  patientFamily  ?a   => ?a  hasFamily  Sister	0.028169014	0.117241379	0.117241379	34	290	290	?a
?c  hasGender  Female  ?c  patientFamily  ?a   => ?a  hasFamily  Sister	0.08036454	0.130201342	0.130201342	97	745	745	?a
?c  hasAgeCategory  Young  ?c  patientFamily  ?a   => ?a  hasFamily  Mother	0.130903065	0.186982249	0.186982249	158	845	845	?a
?c  hasStage  IIB  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  FormerSmoker	0.016194332	0.166666667	0.166666667	20	120	120	?a
?c  hasStage  IB  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  FormerSmoker	0.029959514	0.131205674	0.131205674	37	282	282	?a
?c  hasGender  Male  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  FormerSmoker	0.072874494	0.243243243	0.243243243	90	370	370	?a
?c  hasAgeCategory  Old  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  FormerSmoker	0.032388664	0.11627907	0.11627907	40	344	344	?a
?c  hasStage  IA1  ?c  patientFamily  ?a   => ?a  hasFamily  Brother	0.01905551	0.165467626	0.165467626	23	139	139	?a
?c  hasStage  IA1  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  CurrentSmoker	0.057489879	0.503546099	0.503546099	71	141	141	?a
?c  hasStage  IVA  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  CurrentSmoker	0.021862348	0.529411765	0.529411765	27	51	51	?a
?c  hasStage  IIB  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  CurrentSmoker	0.041295547	0.425	0.425	51	120	120	?a
?c  hasStage  IVB  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  CurrentSmoker	0.034008097	0.617647059	0.617647059	42	68	68	?a
?c  hasStage  IIIA  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  CurrentSmoker	0.04291498	0.504761905	0.504761905	53	105	105	?a
?c  hasStage  IA  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  CurrentSmoker	0.096356275	0.495833333	0.495833333	119	240	240	?a
?c  hasAgeCategory  Old  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  CurrentSmoker	0.110121457	0.395348837	0.395348837	136	344	344	?a
?c  hasStage  IB  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  CurrentSmoker	0.110121457	0.482269504	0.482269504	136	282	282	?a
?c  hasStage  IV  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  CurrentSmoker	0.037246964	0.484210526	0.484210526	46	95	95	?a
?c  hasStage  IIA  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  CurrentSmoker	0.036437247	0.535714286	0.535714286	45	84	84	?a
?c  hasAgeCategory  Young  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  CurrentSmoker	0.384615385	0.533707865	0.533707865	475	890	890	?a
?c  hasStage  IA1  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  NonSmoker	0.048582996	0.425531915	0.425531915	60	141	141	?a
?c  hasStage  IIA  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  NonSmoker	0.025910931	0.380952381	0.380952381	32	84	84	?a
?c  hasGender  Male  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  CurrentSmoker	0.112550607	0.375675676	0.375675676	139	370	370	?a
?c  hasAgeCategory  Young  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  FormerSmoker	0.074493927	0.103370787	0.103370787	92	890	890	?a
?c  hasGender  Female  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  CurrentSmoker	0.382995951	0.546820809	0.546820809	473	865	865	?a
?c  hasStage  IIIA  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  FormerSmoker	0.011336032	0.133333333	0.133333333	14	105	105	?a
?c  hasStage  IVA  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  NonSmoker	0.016194332	0.392156863	0.392156863	20	51	51	?a
?c  hasStage  IIIA  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  NonSmoker	0.030769231	0.361904762	0.361904762	38	105	105	?a
?c  hasStage  IIB  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  NonSmoker	0.039676113	0.408333333	0.408333333	49	120	120	?a
?c  hasAgeCategory  Young  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  NonSmoker	0.261538462	0.362921348	0.362921348	323	890	890	?a
?c  hasGender  Male  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  NonSmoker	0.11417004	0.381081081	0.381081081	141	370	370	?a
?c  hasStage  IVB  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  NonSmoker	0.016194332	0.294117647	0.294117647	20	68	68	?a
?c  hasStage  IA  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  NonSmoker	0.081781377	0.420833333	0.420833333	101	240	240	?a
?c  hasGender  Female  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  NonSmoker	0.28340081	0.404624277	0.404624277	350	865	865	?a
?c  hasStage  IV  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  NonSmoker	0.031578947	0.410526316	0.410526316	39	95	95	?a
?c  hasStage  IB  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  NonSmoker	0.088259109	0.386524823	0.386524823	109	282	282	?a
?c  hasAgeCategory  Old  ?c  patientSmoking  ?a   => ?a  hasSmokingHabit  NonSmoker	0.136032389	0.488372093	0.488372093	168	344	344	?a
?e  interacts  ?b  ?a  interacts  ?e   => ?a  interacts  ?b	0.783036551	0.514787431	0.514787431	3342	6492	6492	?a
?e  belongsToTreatment  ?b  ?e  interacts  ?a   => ?a  belongsToTreatment  ?b	1	1	1	1778	1778	1778	?a
?e  interacts  ?a  ?b  interacts  ?e   => ?a  interacts  ?b	0.783036551	0.514787431	0.514787431	3342	6492	6492	?a
?e  interacts  ?a  ?e  interacts  ?b   => ?a  interacts  ?b	0.783036551	0.514787431	0.514787431	3342	6492	6492	?a
?f  belongsToTreatment  ?b  ?a  interacts  ?f   => ?a  belongsToTreatment  ?b	1	1	1	1778	1778	1778	?a
?a  belongsToTreatment  ?f  ?b  belongsToTreatment  ?f   => ?a  interacts  ?b	1	0.559958016	0.559958016	4268	7622	7622	?a
?a  interacts  ?f  ?b  interacts  ?f   => ?a  interacts  ?b	0.783036551	0.514787431	0.514787431	3342	6492	6492	?a
Mining done in 5.69 s
Total time 6.57 s
557 rules mined.
